"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Cux2",0,1.62713411380675,0.947,0.668,0,"0","Cux2"
"Ccbe1",0,2.40671128769295,0.949,0.692,0,"0","Ccbe1"
"Col14a1",0,1.75576844401728,0.837,0.596,0,"0","Col14a1"
"Dpyd",0,1.03327674156133,0.902,0.67,0,"0","Dpyd"
"Pou3f2",0,1.47236497071019,0.856,0.63,0,"0","Pou3f2"
"Egflam",0,0.428523584902719,0.839,0.613,0,"0","Egflam"
"Crlf1",0,1.49532450918528,0.838,0.614,0,"0","Crlf1"
"Pdyn",0,0.647070283616716,0.851,0.628,0,"0","Pdyn"
"Lhx2",0,1.29716451137911,0.934,0.712,0,"0","Lhx2"
"Fn1",0,0.52840177640303,0.867,0.645,0,"0","Fn1"
"Dipk2a",0,1.00092977388388,0.905,0.684,0,"0","Dipk2a"
"Slc4a5",0,0.654743285390001,0.761,0.542,0,"0","Slc4a5"
"Cpne8",0,1.87905327327584,0.985,0.767,0,"0","Cpne8"
"Pdzrn3",0,1.60853922710401,0.947,0.729,0,"0","Pdzrn3"
"Dnah10",0,1.1152754672018,0.724,0.508,0,"0","Dnah10"
"Flrt3",0,1.1726252936435,0.845,0.629,0,"0","Flrt3"
"Kcnv1",0,1.31871572329065,0.959,0.746,0,"0","Kcnv1"
"Cpne4",0,1.03542494058487,0.872,0.661,0,"0","Cpne4"
"Prex1",0,1.38103315634141,0.926,0.716,0,"0","Prex1"
"Egr3",0,1.40632650523507,0.921,0.712,0,"0","Egr3"
"Cacng3",0,1.47479298079051,0.958,0.749,0,"0","Cacng3"
"Npnt",0,1.80392744493944,0.92,0.712,0,"0","Npnt"
"Vwc2l",0,1.28721485892568,0.888,0.681,0,"0","Vwc2l"
"Prdm8",0,1.51430367792436,0.866,0.66,0,"0","Prdm8"
"Met",0,2.04035418358676,0.97,0.768,0,"0","Met"
"Kcnh5",0,0.663223910508349,0.877,0.677,0,"0","Kcnh5"
"Gpc3",0,0.855898601746707,0.848,0.649,0,"0","Gpc3"
"Ptpru",0,1.11920280010262,0.961,0.762,0,"0","Ptpru"
"Pou3f3",0,0.588825144188929,0.897,0.702,0,"0","Pou3f3"
"Nrip3",0,0.581599198526112,0.923,0.728,0,"0","Nrip3"
"Sphkap",0,1.06336473330039,0.955,0.762,0,"0","Sphkap"
"Inhba",0,1.73518821243706,0.77,0.578,0,"0","Inhba"
"Mpped1",0,0.802985879184913,0.95,0.759,0,"0","Mpped1"
"Cemip",0,1.18757652649634,0.906,0.716,0,"0","Cemip"
"Id2",0,0.631432028604612,0.889,0.699,0,"0","Id2"
"Pcdh11x",0,0.501753773582263,0.934,0.744,0,"0","Pcdh11x"
"Wdr66",0,1.29065395177539,0.8,0.612,0,"0","Wdr66"
"Mlip",0,1.40920909746771,0.934,0.747,0,"0","Mlip"
"Rgs6",0,1.48472192862326,0.922,0.739,0,"0","Rgs6"
"Tnxb",0,0.815092935265817,0.783,0.601,0,"0","Tnxb"
"Ltk",0,1.06172075142144,0.821,0.641,0,"0","Ltk"
"Smoc2",0,1.74685406132146,0.732,0.553,0,"0","Smoc2"
"Pde1a",0,0.799037488967343,0.846,0.667,0,"0","Pde1a"
"Car10",0,0.684641081525567,0.936,0.758,0,"0","Car10"
"Satb2",0,1.43405208075824,0.994,0.817,0,"0","Satb2"
"Zbbx",0,0.901127907589019,0.849,0.673,0,"0","Zbbx"
"Slc17a6",0,0.549561348064373,0.913,0.738,0,"0","Slc17a6"
"Slc30a3",0,1.16616424209606,0.931,0.756,0,"0","Slc30a3"
"Tbc1d5",0,0.807719452886556,0.846,0.671,0,"0","Tbc1d5"
"Mdga1",0,1.54172272262686,0.896,0.724,0,"0","Mdga1"
"Col5a2",0,0.974708419897655,0.796,0.624,0,"0","Col5a2"
"Hdac9",0,0.98286808538851,0.878,0.706,0,"0","Hdac9"
"Slc16a2",0,1.01843582365789,0.899,0.728,0,"0","Slc16a2"
"Neurod1",0,1.50454338454181,0.856,0.685,0,"0","Neurod1"
"St3gal1",0,0.583833627355092,0.901,0.731,0,"0","St3gal1"
"Cdh6",0,1.24536348468664,0.905,0.737,0,"0","Cdh6"
"Syt10",0,0.378776715020377,0.844,0.676,0,"0","Syt10"
"Kirrel3",0,0.938263858306226,0.938,0.77,0,"0","Kirrel3"
"Lcorl",0,0.89765072045349,0.923,0.758,0,"0","Lcorl"
"Glis3",0,1.45993578325664,0.812,0.649,0,"0","Glis3"
"Usp43",0,0.85990730563635,0.902,0.739,0,"0","Usp43"
"Tmem108",0,0.885578621349167,0.947,0.784,0,"0","Tmem108"
"Efna5",0,0.845480129721761,0.875,0.713,0,"0","Efna5"
"Lamb1",0,0.510043374846506,0.847,0.686,0,"0","Lamb1"
"Plxnd1",0,0.581270268109198,0.903,0.747,0,"0","Plxnd1"
"Kcnh1",0,0.705434540952437,0.908,0.752,0,"0","Kcnh1"
"Hif3a",0,0.543837303210197,0.881,0.727,0,"0","Hif3a"
"Epha3",0,0.961588056625878,0.873,0.72,0,"0","Epha3"
"Fat4",0,1.10554152485238,0.928,0.775,0,"0","Fat4"
"Prss12",0,1.30974774757752,0.86,0.708,0,"0","Prss12"
"Ppfibp1",0,1.20396862634369,0.971,0.82,0,"0","Ppfibp1"
"Emid1",0,0.604439336931834,0.946,0.795,0,"0","Emid1"
"Tmtc1",0,0.828402949191646,0.835,0.684,0,"0","Tmtc1"
"Enc1",0,0.896332395777796,0.947,0.797,0,"0","Enc1"
"Ppil6",0,0.394744653877815,0.917,0.768,0,"0","Ppil6"
"Nos1ap",0,0.798720843285296,0.879,0.73,0,"0","Nos1ap"
"Dtx4",0,1.24888976418262,0.986,0.838,0,"0","Dtx4"
"Tacr1",0,0.673859453816148,0.774,0.627,0,"0","Tacr1"
"Lypd1",0,0.537917818398809,0.869,0.723,0,"0","Lypd1"
"Igfbp5",0,0.360885613733225,0.92,0.775,0,"0","Igfbp5"
"Mapk15",0,0.792267232139418,0.899,0.754,0,"0","Mapk15"
"Dok5",0,1.55590403306236,0.981,0.838,0,"0","Dok5"
"Zfp462",0,0.854780993365272,0.95,0.808,0,"0","Zfp462"
"Adcyap1",0,0.847448179771171,0.832,0.692,0,"0","Adcyap1"
"Cfap69",0,0.5547645135783,0.949,0.814,0,"0","Cfap69"
"Trpc4",0,1.00883584619306,0.976,0.842,0,"0","Trpc4"
"Sstr1",0,1.03899168338068,0.934,0.802,0,"0","Sstr1"
"Pcdh8",0,0.743852498069227,0.892,0.761,0,"0","Pcdh8"
"Col26a1",0,0.353983105832311,0.831,0.7,0,"0","Col26a1"
"Lrrc43",0,1.49787325695083,0.843,0.712,0,"0","Lrrc43"
"Gpc5",0,0.85375724235802,0.965,0.836,0,"0","Gpc5"
"Col11a1",0,0.353027576262206,0.883,0.758,0,"0","Col11a1"
"Ccn3",0,1.59121514396992,0.99,0.866,0,"0","Ccn3"
"Unc5d",0,0.810053670948856,0.898,0.774,0,"0","Unc5d"
"Gpr26",0,0.761754468108814,0.934,0.814,0,"0","Gpr26"
